age,,education,education-num,race,capital-gain,capital-loss,hours-per-week,native-country,Income
39,403489, 11th,7, White,0,0,40, United-States, <=50K
18,169652, 11th,7, White,0,0,12, United-States, <=50K
20,217467, Some-college,10, White,0,0,40, United-States, <=50K
27,162104, 9th,5, White,0,0,40, United-States, <=50K
54,175912, 10th,6, White,0,0,40, United-States, <=50K
40,179533, HS-grad,9, White,0,0,75, United-States, >50K
27,149624, Some-college,10, White,0,0,30, United-States, <=50K
27,289147, HS-grad,9, White,0,0,40, United-States, <=50K
43,347720, Bachelors,13, White,0,0,50, United-States, <=50K
22,406978, Bachelors,13, White,0,0,40, United-States, <=50K
17,193199, 11th,7, White,0,0,12, Poland, <=50K
37,163998, Assoc-acdm,12, White,0,0,50, United-States, >50K
49,173115, 10th,6, Black,4416,0,99, United-States, <=50K
33,333701, Assoc-voc,11, Black,0,0,40, United-States, <=50K
21,48121, Some-college,10, White,0,1602,10, United-States, <=50K
45,186256, HS-grad,9, White,0,0,40, United-States, <=50K
33,104525, HS-grad,9, White,0,0,40, United-States, <=50K
25,104097, Bachelors,13, White,2829,0,60, United-States, <=50K
71,212806, HS-grad,9, White,0,0,36, United-States, <=50K
23,203353, Bachelors,13, White,0,0,45, United-States, <=50K
41,130126, Prof-school,15, White,0,0,80, United-States, >50K
21,270043, 10th,6, White,0,0,30, United-States, <=50K
47,218435, HS-grad,9, White,0,0,20, Cuba, <=50K
30,154120, Bachelors,13, White,0,0,65, United-States, <=50K
40,193537, Some-college,10, White,0,0,40, Dominican-Republic, <=50K
44,84535, Some-college,10, White,0,0,48, United-States, <=50K
50,150999, Masters,14, White,0,1977,40, United-States, >50K
31,157673, HS-grad,9, White,0,0,40, United-States, <=50K
68,217424, HS-grad,9, White,0,0,24, United-States, <=50K
45,358886, 12th,8, White,2407,0,50, United-States, <=50K
38,186191, Bachelors,13, White,0,0,40, United-States, <=50K
78,212660, 11th,7, White,0,0,10, United-States, <=50K
31,31740, Assoc-voc,11, White,0,0,55, United-States, <=50K
39,498785, HS-grad,9, White,0,0,40, United-States, <=50K
36,35945, 7th-8th,4, White,7298,0,45, United-States, >50K
46,162566, Masters,14, White,0,0,50, Canada, <=50K
30,118861, Some-college,10, Asian-Pac-Islander,0,0,50, United-States, >50K
34,206609, Some-college,10, White,0,0,35, United-States, <=50K
30,423064, HS-grad,9, Black,0,0,35, United-States, <=50K
47,191957, Bachelors,13, Black,0,0,40, United-States, >50K
40,223934, Some-college,10, White,0,0,17, United-States, >50K
62,129246, HS-grad,9, White,0,0,40, United-States, <=50K
44,195486, HS-grad,9, Black,0,0,70, Jamaica, <=50K
40,114580, HS-grad,9, White,0,0,40, Vietnam, <=50K
20,119215, Some-college,10, White,0,0,40, United-States, <=50K
45,240554, Bachelors,13, White,0,0,40, United-States, >50K
55,199067, Bachelors,13, White,15024,0,42, United-States, >50K
51,144084, HS-grad,9, White,0,0,40, United-States, <=50K
38,358682, Some-college,10, White,0,0,40, United-States, <=50K
49,59612, Masters,14, White,0,0,40, United-States, >50K
49,391585, Bachelors,13, White,15024,0,40, United-States, >50K
30,101345, HS-grad,9, White,0,0,26, United-States, <=50K
20,117618, Some-college,10, White,0,0,40, United-States, <=50K
34,231238, 9th,5, Black,0,0,40, United-States, <=50K
42,143046, HS-grad,9, White,0,0,40, United-States, <=50K
46,326857, Masters,14, White,0,2415,65, United-States, >50K
43,203642, Bachelors,13, White,0,0,40, United-States, >50K
62,88579, HS-grad,9, White,0,0,38, United-States, <=50K
21,240517, Some-college,10, White,0,0,70, United-States, <=50K
58,156649, 1st-4th,2, Black,0,0,40, United-States, <=50K
30,143392, Bachelors,13, White,0,0,40, United-States, <=50K
37,365465, HS-grad,9, White,0,0,70, Philippines, <=50K
22,264710, Bachelors,13, White,0,0,40, United-States, <=50K
64,223830, 9th,5, White,0,0,38, United-States, <=50K
42,154374, HS-grad,9, White,0,0,50, United-States, >50K
43,242521, HS-grad,9, White,0,0,40, United-States, <=50K
34,124569, Some-college,10, White,0,0,40, United-States, <=50K
25,209230, HS-grad,9, White,0,0,6, United-States, <=50K
21,162228, Some-college,10, White,0,0,40, United-States, <=50K
45,60267, HS-grad,9, White,0,0,40, United-States, >50K
55,76901, Assoc-acdm,12, White,0,0,55, United-States, >50K
24,137876, HS-grad,9, White,0,0,50, United-States, <=50K
70,347910, Some-college,10, White,0,0,35, United-States, <=50K
27,138917, Bachelors,13, White,0,0,35, United-States, <=50K
34,532379, Some-college,10, White,0,0,40, United-States, <=50K
57,31532, Bachelors,13, White,0,0,40, United-States, <=50K
37,30973, HS-grad,9, White,0,0,40, United-States, <=50K
52,117295, 1st-4th,2, White,0,0,50, United-States, >50K
32,295282, HS-grad,9, White,0,0,48, United-States, <=50K
42,190786, Assoc-voc,11, White,0,0,40, United-States, <=50K
24,246207, Bachelors,13, Black,0,0,40, United-States, <=50K
50,130780, HS-grad,9, Black,0,0,40, United-States, <=50K
36,186212, Assoc-acdm,12, White,0,0,50, United-States, <=50K
42,175526, HS-grad,9, White,0,0,40, United-States, <=50K
40,207025, HS-grad,9, White,6849,0,38, United-States, <=50K
39,82622, Bachelors,13, White,0,0,45, United-States, <=50K
51,199688, Bachelors,13, White,0,1977,60, ?, >50K
38,318886, Bachelors,13, Black,0,0,52, United-States, <=50K
18,256005, HS-grad,9, White,0,0,40, United-States, <=50K
63,217715, 5th-6th,3, White,0,0,3, United-States, <=50K
50,205803, Masters,14, White,15024,0,40, United-States, >50K
82,240491, HS-grad,9, White,0,0,40, Cuba, <=50K
33,154120, HS-grad,9, White,0,0,45, United-States, <=50K
37,69251, Some-college,10, Asian-Pac-Islander,0,0,40, United-States, <=50K
24,333505, HS-grad,9, White,0,0,40, Peru, <=50K
31,168521, Bachelors,13, White,0,0,50, United-States, <=50K
59,193568, HS-grad,9, White,0,0,40, United-States, <=50K
18,426895, 12th,8, White,0,0,55, United-States, <=50K
47,131826, Some-college,10, White,0,0,40, United-States, <=50K
48,79646, 11th,7, White,0,0,50, United-States, <=50K
27,167031, Bachelors,13, Other,0,0,33, United-States, <=50K
34,73199, 11th,7, Asian-Pac-Islander,0,0,40, Philippines, <=50K
50,114056, Assoc-voc,11, White,0,0,84, United-States, <=50K
57,110417, Some-college,10, White,0,0,75, United-States, <=50K
60,33266, HS-grad,9, White,0,0,40, United-States, <=50K
39,154410, HS-grad,9, White,0,0,40, United-States, >50K
56,154537, Some-college,10, White,0,0,50, United-States, >50K
18,27780, HS-grad,9, White,0,0,25, United-States, <=50K
26,142914, Assoc-acdm,12, White,0,0,75, United-States, <=50K
37,190987, Some-college,10, White,7298,0,40, United-States, >50K
20,314422, HS-grad,9, White,0,0,30, United-States, <=50K
29,273771, Masters,14, White,0,0,45, United-States, <=50K
30,175083, HS-grad,9, White,0,0,52, United-States, <=50K
21,63665, Some-college,10, White,0,0,15, United-States, <=50K
24,193416, Some-college,10, White,0,0,40, United-States, <=50K
51,74275, HS-grad,9, White,0,0,40, United-States, <=50K
31,122609, HS-grad,9, White,0,0,40, United-States, <=50K
45,225456, Bachelors,13, White,0,1977,40, United-States, >50K
36,116892, Some-college,10, White,0,0,40, United-States, <=50K
29,196971, Bachelors,13, White,0,0,72, United-States, <=50K
20,105312, HS-grad,9, White,0,0,35, United-States, <=50K
46,108699, Some-college,10, White,0,0,60, United-States, <=50K
44,171615, HS-grad,9, White,0,0,45, United-States, <=50K
39,388023, HS-grad,9, White,0,0,38, United-States, <=50K
39,181553, Bachelors,13, White,0,0,55, United-States, <=50K
45,170850, HS-grad,9, White,0,0,44, United-States, >50K
28,187479, Some-college,10, White,0,0,55, United-States, <=50K
44,277720, Some-college,10, White,0,0,35, United-States, <=50K
48,493862, HS-grad,9, Black,7298,0,38, United-States, >50K
27,220754, HS-grad,9, White,0,0,70, United-States, <=50K
34,209768, HS-grad,9, White,0,0,40, United-States, <=50K
35,93225, HS-grad,9, White,0,0,40, United-States, <=50K
28,341709, HS-grad,9, White,0,0,40, United-States, <=50K
25,236242, Prof-school,15, White,0,0,30, United-States, <=50K
21,121889, Some-college,10, Black,0,0,20, United-States, <=50K
18,318190, 11th,7, White,0,0,15, United-States, <=50K
63,111306, 7th-8th,4, White,0,0,10, United-States, <=50K
18,198614, 11th,7, Black,0,0,8, United-States, <=50K
32,193231, HS-grad,9, White,0,0,40, United-States, <=50K
25,104614, 11th,7, White,0,0,40, United-States, <=50K
19,172368, 11th,7, White,0,0,20, United-States, <=50K
23,60331, Some-college,10, White,0,0,60, United-States, <=50K
38,154568, Masters,14, Asian-Pac-Islander,0,0,40, ?, <=50K
36,192939, Masters,14, White,0,1977,60, United-States, >50K
43,138184, HS-grad,9, Black,0,1762,35, United-States, <=50K
45,238567, Bachelors,13, White,0,0,40, England, >50K
30,208068, HS-grad,9, Other,0,0,40, Mexico, <=50K
46,181810, HS-grad,9, Black,4064,0,40, United-States, <=50K
24,283918, Some-college,10, Black,0,0,25, United-States, <=50K
42,107276, Some-college,10, White,0,2444,40, United-States, >50K
23,37783, Some-college,10, White,0,0,40, United-States, <=50K
27,263552, HS-grad,9, White,0,0,50, United-States, <=50K
48,255439, Some-college,10, White,0,0,40, United-States, <=50K
31,344275, HS-grad,9, White,0,0,44, United-States, <=50K
31,70568, 1st-4th,2, White,0,0,25, El-Salvador, <=50K
18,127827, 12th,8, White,0,0,25, United-States, <=50K
36,185203, HS-grad,9, White,0,0,40, United-States, <=50K
58,123436, Bachelors,13, White,7688,0,50, United-States, >50K
51,136322, HS-grad,9, White,0,1579,40, United-States, <=50K
22,187052, HS-grad,9, White,0,0,40, United-States, <=50K
72,177769, 10th,6, White,0,0,15, United-States, <=50K
61,68268, 10th,6, White,0,0,55, United-States, <=50K
42,424855, Some-college,10, White,3908,0,40, United-States, <=50K
37,81853, HS-grad,9, Asian-Pac-Islander,0,0,40, ?, <=50K
30,153549, HS-grad,9, White,0,0,50, United-States, >50K
40,271393, Assoc-acdm,12, White,0,0,40, United-States, <=50K
20,198148, HS-grad,9, White,0,0,40, United-States, <=50K
65,469602, Bachelors,13, White,0,0,15, United-States, <=50K
36,163290, Some-college,10, White,0,0,40, United-States, <=50K
37,295949, HS-grad,9, White,0,0,40, United-States, <=50K
33,125279, Some-college,10, White,0,0,60, United-States, <=50K
64,182866, HS-grad,9, White,0,0,40, United-States, <=50K
61,111563, Bachelors,13, White,0,0,20, United-States, >50K
38,34173, Bachelors,13, White,0,0,45, United-States, <=50K
27,183627, Bachelors,13, White,0,1977,50, United-States, >50K
24,197757, Bachelors,13, Asian-Pac-Islander,0,0,40, Philippines, <=50K
39,98941, Bachelors,13, White,0,0,40, United-States, >50K
44,205474, Bachelors,13, White,0,0,40, United-States, >50K
47,206659, Some-college,10, White,0,0,40, United-States, <=50K
73,191394, Prof-school,15, White,0,0,40, United-States, <=50K
66,244661, Bachelors,13, Asian-Pac-Islander,0,0,40, Philippines, <=50K
53,47396, Some-college,10, White,0,0,50, United-States, >50K
43,270721, Bachelors,13, White,0,0,55, United-States, >50K
57,32694, Doctorate,16, White,0,0,40, United-States, >50K
44,171256, Assoc-acdm,12, White,0,0,45, United-States, <=50K
59,169982, Bachelors,13, White,0,2002,50, United-States, <=50K
52,217210, HS-grad,9, Black,0,0,40, United-States, <=50K
46,218329, Some-college,10, White,0,0,40, United-States, <=50K
20,386643, Some-college,10, White,0,0,40, United-States, <=50K
37,125933, HS-grad,9, White,0,0,40, United-States, >50K
41,155767, Some-college,10, White,0,0,50, United-States, <=50K
39,432555, HS-grad,9, Black,0,1628,40, United-States, <=50K
30,54929, HS-grad,9, White,0,0,55, United-States, <=50K
59,162136, Some-college,10, White,0,0,56, United-States, <=50K
22,256504, Bachelors,13, White,0,0,40, United-States, <=50K
40,162098, HS-grad,9, White,0,0,30, United-States, <=50K
39,103110, Bachelors,13, White,0,0,50, United-States, <=50K
24,227610, 10th,6, White,0,0,58, United-States, <=50K
63,176696, HS-grad,9, White,0,0,40, United-States, >50K
51,220019, Assoc-acdm,12, White,0,0,40, United-States, <=50K
34,242984, Bachelors,13, White,0,0,50, United-States, <=50K
38,187847, Assoc-voc,11, White,0,0,50, United-States, >50K
17,132636, 11th,7, White,0,0,15, United-States, <=50K
20,108887, Some-college,10, White,0,0,25, United-States, <=50K
42,195897, HS-grad,9, White,0,0,40, United-States, <=50K
41,112181, Bachelors,13, White,0,0,12, United-States, >50K
56,391926, HS-grad,9, White,0,0,40, United-States, <=50K
17,195505, 10th,6, White,0,0,5, United-States, <=50K
31,43819, Bachelors,13, White,7688,0,43, United-States, >50K
23,145389, Some-college,10, White,0,0,40, United-States, <=50K
33,186824, Some-college,10, White,0,0,40, United-States, <=50K
36,101833, Bachelors,13, White,0,0,40, United-States, <=50K
37,82283, 5th-6th,3, Asian-Pac-Islander,0,0,40, ?, <=50K
52,99602, HS-grad,9, Black,0,0,40, United-States, <=50K
28,213276, HS-grad,9, White,0,0,50, United-States, <=50K
59,424468, HS-grad,9, White,0,0,40, ?, <=50K
30,176123, 10th,6, Asian-Pac-Islander,0,0,40, Vietnam, <=50K
32,38797, Assoc-voc,11, White,0,0,40, United-States, <=50K
30,101859, 7th-8th,4, White,0,0,50, United-States, <=50K
53,87158, HS-grad,9, Black,0,0,40, United-States, <=50K
54,205066, 10th,6, White,0,0,36, United-States, <=50K
26,56929, Bachelors,13, Black,0,0,50, ?, <=50K
34,25322, Bachelors,13, Asian-Pac-Islander,0,2339,40, ?, <=50K
31,87950, Assoc-voc,11, Amer-Indian-Eskimo,0,0,40, United-States, <=50K
34,150154, HS-grad,9, White,0,0,40, United-States, <=50K
58,142076, HS-grad,9, White,4787,0,39, United-States, >50K
30,112139, HS-grad,9, White,0,0,40, United-States, <=50K
53,149217, HS-grad,9, White,0,0,40, Puerto-Rico, <=50K
27,189974, Some-college,10, White,0,0,20, United-States, <=50K
23,109199, 5th-6th,3, White,0,0,40, Mexico, <=50K
24,190290, Assoc-voc,11, White,0,0,45, United-States, <=50K
36,189404, Bachelors,13, White,0,1977,35, United-States, >50K
33,428271, HS-grad,9, Black,0,0,35, United-States, <=50K
22,134192, Some-college,10, White,0,0,10, United-States, <=50K
47,168211, HS-grad,9, White,0,0,44, United-States, <=50K
34,277314, Assoc-acdm,12, Black,0,1902,50, United-States, >50K
44,316120, Prof-school,15, White,0,0,40, United-States, >50K
41,107276, Assoc-voc,11, White,0,0,45, United-States, <=50K
45,112453, HS-grad,9, Asian-Pac-Islander,0,0,4, United-States, <=50K
24,346909, HS-grad,9, White,0,0,44, Mexico, <=50K
65,105017, Bachelors,13, White,0,0,40, United-States, <=50K
45,317360, Bachelors,13, White,0,0,50, United-States, <=50K
23,189017, Bachelors,13, White,0,0,55, United-States, <=50K
54,138179, HS-grad,9, White,0,0,40, United-States, <=50K
40,299813, 11th,7, White,0,0,37, Dominican-Republic, <=50K
45,265083, 5th-6th,3, White,0,0,35, Mexico, <=50K
50,185846, HS-grad,9, White,0,0,40, United-States, <=50K
40,184655, Assoc-acdm,12, White,0,0,25, United-States, <=50K
24,200295, Some-college,10, White,0,0,40, United-States, <=50K
42,117319, HS-grad,9, White,0,1672,40, United-States, <=50K
50,63000, Some-college,10, White,0,0,60, United-States, >50K
58,106942, Some-college,10, White,0,0,40, United-States, <=50K
47,52795, Some-college,10, White,0,0,46, United-States, <=50K
37,51264, Doctorate,16, White,0,0,99, France, >50K
37,410919, HS-grad,9, White,0,0,35, United-States, <=50K
22,105592, Assoc-acdm,12, White,0,0,45, United-States, <=50K
29,183151, HS-grad,9, White,0,0,48, United-States, <=50K
45,209912, Bachelors,13, Asian-Pac-Islander,0,0,40, India, >50K
49,275845, Some-college,10, White,0,0,60, United-States, <=50K
44,241851, Assoc-voc,11, White,4386,0,40, United-States, >50K
72,89299, HS-grad,9, White,0,0,16, United-States, <=50K
63,106648, HS-grad,9, White,0,0,12, United-States, <=50K
26,58426, HS-grad,9, White,0,0,50, United-States, <=50K
58,121912, Assoc-voc,11, White,0,0,42, United-States, <=50K
40,170730, HS-grad,9, White,0,0,50, United-States, <=50K
56,257555, Some-college,10, White,0,0,40, United-States, <=50K
55,51499, Some-college,10, White,0,0,72, United-States, <=50K
28,195000, Bachelors,13, White,0,0,45, United-States, <=50K
57,108741, HS-grad,9, White,0,0,40, United-States, <=50K
37,184964, Masters,14, White,0,0,45, United-States, >50K
44,156815, HS-grad,9, White,0,0,40, United-States, <=50K
31,49325, HS-grad,9, White,0,0,40, United-States, <=50K
42,121718, Some-college,10, White,0,0,40, Germany, <=50K
18,172076, Some-college,10, White,0,0,25, United-States, <=50K
57,327901, 10th,6, White,0,0,40, United-States, <=50K
53,215990, Some-college,10, White,0,0,35, United-States, <=50K
38,210866, HS-grad,9, White,0,0,44, United-States, >50K
33,322873, HS-grad,9, White,0,0,50, United-States, <=50K
42,265698, Masters,14, White,0,0,40, United-States, <=50K
70,26990, HS-grad,9, White,0,0,60, United-States, <=50K
50,177896, HS-grad,9, White,0,0,50, United-States, <=50K
50,189107, HS-grad,9, White,0,0,40, United-States, <=50K
28,306830, Assoc-acdm,12, White,0,0,40, Nicaragua, <=50K
72,39110, 11th,7, White,0,0,8, Canada, <=50K
33,155475, HS-grad,9, White,0,0,40, United-States, <=50K
47,135803, HS-grad,9, Asian-Pac-Islander,0,0,25, Philippines, <=50K
48,117849, Some-college,10, White,0,0,40, United-States, >50K
64,339321, Bachelors,13, White,0,0,24, United-States, >50K
19,318822, 11th,7, White,0,0,35, United-States, <=50K
48,174794, Assoc-voc,11, White,0,0,40, United-States, <=50K
37,204277, HS-grad,9, White,0,1848,48, United-States, >50K
55,182460, HS-grad,9, White,15024,0,35, United-States, >50K
24,193920, Masters,14, White,0,0,45, ?, <=50K
42,91468, HS-grad,9, White,0,0,40, United-States, <=50K
43,106760, HS-grad,9, White,0,0,50, Canada, >50K
34,375680, Assoc-acdm,12, Black,0,0,40, United-States, <=50K
55,222615, Masters,14, White,0,0,60, United-States, <=50K
22,190968, HS-grad,9, White,0,0,40, United-States, <=50K
39,76767, Some-college,10, White,0,0,60, United-States, <=50K
50,203098, Bachelors,13, White,0,0,35, United-States, <=50K
47,162187, Some-college,10, White,0,1887,40, United-States, >50K
25,242729, Bachelors,13, White,0,0,20, United-States, <=50K
52,253784, 11th,7, White,0,0,20, United-States, <=50K
30,206051, HS-grad,9, White,0,0,40, United-States, <=50K
37,181553, HS-grad,9, White,0,0,50, United-States, <=50K
73,80986, HS-grad,9, White,0,0,20, United-States, <=50K
50,200783, 7th-8th,4, White,0,0,60, United-States, <=50K
34,42596, Some-college,10, White,0,0,45, United-States, <=50K
24,464502, Assoc-acdm,12, Black,0,0,40, ?, <=50K
66,205724, Some-college,10, White,0,0,24, United-States, >50K
22,446140, HS-grad,9, White,0,0,55, United-States, <=50K
69,32287, 10th,6, White,0,0,25, United-States, <=50K
23,56774, HS-grad,9, White,0,0,40, United-States, <=50K
55,308118, Bachelors,13, White,0,0,40, ?, <=50K
35,176279, Some-college,10, White,0,0,30, United-States, <=50K
20,103277, Some-college,10, White,0,0,35, United-States, <=50K
70,225780, Some-college,10, White,0,0,20, United-States, >50K
54,154728, Assoc-voc,11, White,7688,0,40, United-States, >50K
34,149943, HS-grad,9, Asian-Pac-Islander,0,0,40, Japan, <=50K
38,22245, Doctorate,16, White,0,0,45, United-States, >50K
33,93056, 7th-8th,4, White,0,0,40, United-States, <=50K
43,270522, HS-grad,9, White,0,0,26, United-States, <=50K
60,123218, Some-college,10, White,0,0,40, United-States, <=50K
81,123959, Bachelors,13, White,0,1668,3, Hungary, <=50K
32,103642, HS-grad,9, White,0,0,55, United-States, <=50K
34,157747, HS-grad,9, White,0,0,45, United-States, <=50K
46,154083, Masters,14, White,0,0,25, United-States, <=50K
30,23037, Some-college,10, Amer-Indian-Eskimo,0,0,84, United-States, <=50K
23,226891, HS-grad,9, Asian-Pac-Islander,0,0,20, South, <=50K
29,50028, Some-college,10, White,0,0,40, United-States, <=50K
51,138251, HS-grad,9, White,0,0,60, United-States, <=50K
31,369825, 7th-8th,4, White,0,0,25, United-States, <=50K
36,44364, HS-grad,9, Black,0,0,36, United-States, <=50K
23,230704, Some-college,10, Black,0,0,22, United-States, <=50K
35,42044, HS-grad,9, White,0,0,30, United-States, <=50K
28,56340, Masters,14, White,0,0,40, United-States, <=50K
33,156015, Bachelors,13, White,0,0,40, United-States, >50K
40,163434, Some-college,10, White,0,0,40, United-States, <=50K
27,85251, Some-college,10, White,0,0,45, United-States, <=50K
38,187411, HS-grad,9, White,0,0,40, United-States, >50K
47,155124, Assoc-voc,11, White,0,1669,40, United-States, <=50K
25,396633, Some-college,10, Black,0,0,56, United-States, >50K
45,182313, Bachelors,13, White,7688,0,50, United-States, >50K
38,52596, Some-college,10, Black,0,0,40, United-States, <=50K
66,260111, Some-college,10, White,0,0,40, United-States, >50K
65,143570, Some-college,10, Black,0,0,40, United-States, <=50K
30,160634, Assoc-voc,11, White,0,0,40, United-States, >50K
54,29909, 11th,7, White,0,0,43, United-States, <=50K
49,94215, 12th,8, White,0,0,40, United-States, <=50K
41,151990, Assoc-voc,11, White,0,0,15, United-States, >50K
48,188081, HS-grad,9, White,0,0,40, United-States, >50K
23,218445, 5th-6th,3, White,0,0,12, Mexico, <=50K
77,235775, HS-grad,9, White,0,0,25, Cuba, <=50K
19,98605, Some-college,10, White,0,0,20, United-States, <=50K
30,188398, HS-grad,9, White,0,0,30, United-States, <=50K
41,140365, Bachelors,13, White,0,1902,55, United-States, >50K
35,202950, HS-grad,9, White,0,0,55, Iran, >50K
20,218215, Some-college,10, White,0,0,40, United-States, <=50K
66,197816, Bachelors,13, White,10605,0,40, United-States, >50K
49,147002, HS-grad,9, White,0,0,40, Puerto-Rico, <=50K
52,138497, Bachelors,13, White,0,0,45, United-States, >50K
24,57711, Masters,14, White,0,0,35, United-States, >50K
50,169925, HS-grad,9, White,0,0,15, United-States, <=50K
22,72310, 11th,7, White,0,0,65, United-States, <=50K
19,170800, Some-college,10, White,0,0,20, United-States, <=50K
39,215095, 11th,7, White,0,0,30, Puerto-Rico, <=50K
45,480717, Bachelors,13, Asian-Pac-Islander,0,0,38, ?, <=50K
61,34632, Bachelors,13, White,0,0,30, United-States, <=50K
45,140664, Assoc-acdm,12, White,0,0,55, United-States, <=50K
36,177858, Bachelors,13, White,0,0,40, United-States, <=50K
40,160369, Masters,14, White,0,2415,45, United-States, >50K
38,129102, HS-grad,9, White,0,0,50, United-States, <=50K
52,278522, Some-college,10, Black,0,0,40, United-States, <=50K
29,124953, Assoc-voc,11, White,0,0,42, United-States, >50K
33,63184, HS-grad,9, White,0,0,40, United-States, <=50K
40,165815, Some-college,10, White,0,0,40, United-States, <=50K
34,248584, HS-grad,9, White,0,0,55, United-States, <=50K
46,226871, Bachelors,13, Black,0,0,50, United-States, >50K
44,267717, Masters,14, White,15024,0,45, United-States, >50K
19,60367, HS-grad,9, White,0,0,13, United-States, <=50K
44,134120, HS-grad,9, White,0,0,40, United-States, >50K
40,95639, HS-grad,9, Amer-Indian-Eskimo,0,0,40, United-States, <=50K
20,132053, Some-college,10, White,0,0,2, United-States, <=50K
24,138768, Assoc-acdm,12, White,0,0,30, United-States, <=50K
76,203910, HS-grad,9, White,0,0,17, United-States, <=50K
20,109952, HS-grad,9, White,0,0,40, United-States, <=50K
33,155781, Prof-school,15, White,0,0,40, United-States, >50K
31,49398, Some-college,10, White,0,0,40, United-States, <=50K
33,159303, HS-grad,9, White,0,0,40, United-States, <=50K
19,248339, HS-grad,9, White,0,0,35, United-States, <=50K
29,190539, Bachelors,13, White,0,1590,50, United-States, <=50K
30,183620, HS-grad,9, White,0,0,45, United-States, <=50K
48,25468, Masters,14, White,99999,0,50, United-States, >50K
42,201495, Bachelors,13, White,0,0,40, United-States, <=50K
37,52221, 11th,7, White,0,0,40, United-States, <=50K
54,96460, HS-grad,9, White,7688,0,60, United-States, >50K
42,325353, Assoc-acdm,12, White,7688,0,42, United-States, >50K
28,176027, HS-grad,9, White,0,0,28, United-States, <=50K
42,266135, Some-college,10, White,0,0,52, United-States, >50K
60,194252, Masters,14, White,3103,0,40, United-States, >50K
76,164835, HS-grad,9, White,0,0,25, United-States, <=50K
21,363192, Assoc-voc,11, White,0,0,40, United-States, <=50K
29,31360, Some-college,10, White,0,0,40, United-States, <=50K
43,63503, Bachelors,13, White,0,0,40, United-States, >50K
44,157614, HS-grad,9, White,0,0,38, United-States, <=50K
45,160647, Bachelors,13, White,4687,0,35, United-States, >50K
38,363395, Some-college,10, Black,0,0,40, United-States, <=50K
28,338376, Some-college,10, White,0,0,50, United-States, >50K
29,87523, HS-grad,9, White,0,0,40, United-States, <=50K
20,280714, Some-college,10, White,0,0,40, United-States, <=50K
49,119565, Masters,14, White,0,0,40, United-States, >50K
36,171482, Some-college,10, White,0,0,56, United-States, >50K
40,49249, Bachelors,13, White,0,0,50, United-States, >50K
17,331552, 12th,8, White,0,0,30, United-States, <=50K
45,174426, HS-grad,9, White,0,0,40, United-States, <=50K
42,184105, Some-college,10, White,0,0,28, United-States, <=50K
29,37933, Bachelors,13, Black,0,0,40, United-States, <=50K
57,291529, Bachelors,13, White,4386,0,13, United-States, >50K
23,376416, Bachelors,13, White,0,0,40, United-States, <=50K
20,263612, Some-college,10, Black,0,0,40, Haiti, <=50K
23,227471, HS-grad,9, White,0,0,24, United-States, <=50K
39,191103, HS-grad,9, White,0,0,40, United-States, <=50K
34,35644, Some-college,10, White,0,0,40, United-States, >50K
43,227298, Bachelors,13, White,0,0,45, United-States, <=50K
25,187508, Some-college,10, White,0,0,40, United-States, <=50K
40,184378, Some-college,10, White,0,0,60, Puerto-Rico, <=50K
52,190333, HS-grad,9, White,0,0,25, United-States, <=50K
48,155372, HS-grad,9, White,0,0,36, United-States, <=50K
37,259882, Assoc-voc,11, Black,0,0,6, United-States, <=50K
36,217077, HS-grad,9, White,0,0,50, United-States, <=50K
33,103596, Assoc-voc,11, White,0,0,40, United-States, <=50K
36,188236, HS-grad,9, White,0,0,40, United-States, >50K
24,353010, Bachelors,13, White,0,0,10, United-States, <=50K
42,70655, HS-grad,9, White,0,0,40, United-States, <=50K
35,64874, Assoc-acdm,12, White,0,0,40, United-States, <=50K
40,219240, HS-grad,9, White,0,0,22, United-States, <=50K
50,104849, Prof-school,15, Asian-Pac-Islander,0,0,40, India, <=50K
40,173590, Masters,14, White,0,0,50, United-States, >50K
22,412316, HS-grad,9, Black,0,0,40, ?, <=50K
57,195835, HS-grad,9, White,0,0,40, United-States, <=50K
51,170579, HS-grad,9, White,0,0,40, United-States, >50K
61,230545, HS-grad,9, White,0,0,35, Puerto-Rico, <=50K
71,162297, HS-grad,9, White,0,0,20, United-States, <=50K
47,169549, HS-grad,9, White,0,0,40, United-States, >50K
38,117528, Bachelors,13, White,0,0,45, United-States, <=50K
25,273876, Bachelors,13, White,0,0,65, United-States, <=50K
33,529104, 11th,7, White,0,0,50, United-States, <=50K
40,456110, 11th,7, White,0,0,52, United-States, <=50K
39,180868, 11th,7, Black,0,0,40, United-States, <=50K
29,170301, HS-grad,9, White,2829,0,40, United-States, <=50K
33,55717, HS-grad,9, White,0,0,40, United-States, <=50K
46,166181, Some-college,10, Black,0,0,36, United-States, <=50K
24,52242, HS-grad,9, White,0,0,40, United-States, >50K
28,224629, Masters,14, Other,0,0,30, Cuba, <=50K
20,197997, HS-grad,9, White,0,0,40, United-States, <=50K
34,46144, Some-college,10, White,0,0,40, United-States, <=50K
34,180871, Bachelors,13, White,0,0,55, United-States, <=50K
25,212311, Some-college,10, Black,0,0,40, United-States, <=50K
36,232874, Bachelors,13, White,0,0,40, United-States, <=50K
61,175999, HS-grad,9, White,0,0,40, United-States, <=50K
38,177121, Some-college,10, White,0,0,58, United-States, <=50K
